,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
474,409,159,Spurs,2,False,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,4,0,0,0,0,0,7,0,19,40.8,0.0,0.0,4.1,1,0.00,0.00,0.00,3.88,41,201470,623226,207011,5541,409,Martin Dubravka,42,GKP,Luton,Newcastle,Newcastle
475,410,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-19,1935,0,19,410,Ryan Fraser,49,MID,Luton,Newcastle,Newcastle
476,411,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,134,9499,360,226,411,Mark Gillespie,39,GKP,Luton,Newcastle,Newcastle
477,412,159,Spurs,2,False,2023-12-10T16:30:00Z,4,1,16,73,0,0,0,3,0,0,0,0,0,0,0,7,4.0,23.3,9.0,3.6,1,0.05,0.09,0.14,2.44,61,342696,2398709,394994,52298,412,Anthony Gordon,62,MID,Luton,Newcastle,Newcastle
478,413,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-20,2421,0,20,413,Isaac Hayden,44,MID,Luton,Newcastle,Newcastle
479,414,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-22,2526,0,22,414,Jeff Hendrick,44,MID,Luton,Newcastle,Newcastle
480,415,159,Spurs,2,False,2023-12-10T16:30:00Z,4,1,16,63,0,0,0,3,0,0,0,0,0,0,0,3,0.0,1.3,7.0,0.8,1,0.77,0.06,0.83,2.30,76,4987,1644906,60754,55767,415,Alexander Isak,76,FWD,Luton,Newcastle,Newcastle
481,416,159,Spurs,6,False,2023-12-10T16:30:00Z,4,1,16,90,1,0,0,4,0,0,0,1,0,0,0,19,37.6,13.3,42.0,9.3,1,0.54,0.04,0.58,3.88,58,-1530,65782,2715,4245,416,Joelinton Cássio Apolinário de Lira,58,MID,Luton,Newcastle,Newcastle
482,417,159,Spurs,1,False,2023-12-10T16:30:00Z,4,1,16,4,0,0,0,0,0,0,0,0,0,0,0,5,4.2,14.0,0.0,1.8,0,0.00,0.13,0.13,0.62,44,24,1625,89,65,417,Emil Krafth,44,DEF,Luton,Newcastle,Newcastle
483,418,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2,335,0,2,418,Garang Kuol,45,MID,Luton,Newcastle,Newcastle
484,419,159,Spurs,-1,False,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,4,0,0,0,1,0,0,0,7,14.6,0.8,6.0,2.1,1,0.00,0.01,0.01,3.88,42,-20496,828200,27203,47699,419,Jamaal Lascelles,42,DEF,Luton,Newcastle,Newcastle
485,420,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-4,635,0,4,420,Jamal Lewis,40,DEF,Luton,Newcastle,Newcastle
486,421,159,Spurs,1,False,2023-12-10T16:30:00Z,4,1,16,26,0,0,0,1,0,0,0,0,0,0,0,2,2.0,0.7,0.0,0.3,0,0.00,0.00,0.00,1.58,49,-10097,48221,41,10138,421,Sean Longstaff,49,MID,Luton,Newcastle,Newcastle
487,422,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-94,4557,15,109,422,Javier Manquillo Gaitán,40,DEF,Luton,Newcastle,Newcastle
488,423,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-680,11285,11,691,423,Jacob Murphy,48,MID,Luton,Newcastle,Newcastle
489,424,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-226122,828729,963,227085,424,Nick Pope,54,GKP,Luton,Newcastle,Newcastle
490,425,159,Spurs,1,False,2023-12-10T16:30:00Z,4,1,16,16,0,0,0,1,0,0,0,0,0,0,0,2,0.6,0.7,0.0,0.1,0,0.00,0.02,0.02,1.44,44,-201,17625,350,551,425,Matt Ritchie,44,MID,Luton,Newcastle,Newcastle
491,426,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-11,2901,0,11,426,Allan Saint-Maximin,60,MID,Luton,Newcastle,Newcastle
492,427,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,4,0,0,0,0,0,0,0,16,22.8,0.5,0.0,2.3,1,0.00,0.01,0.01,3.88,53,-6039,819509,25276,31315,427,Fabian Schär,53,DEF,Luton,Newcastle,Newcastle
493,428,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-237,9890,21,258,428,Matt Targett,42,DEF,Luton,Newcastle,Newcastle
494,429,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,-1465,125158,19,1484,429,Sandro Tonali,52,MID,Luton,Newcastle,Newcastle
495,430,159,Spurs,-1,False,2023-12-10T16:30:00Z,4,1,16,85,0,0,0,4,0,0,0,1,0,0,0,13,22.6,31.4,2.0,5.6,1,0.00,0.27,0.27,3.26,70,652,5242976,70505,69853,430,Kieran Trippier,69,DEF,Luton,Newcastle,Newcastle
496,431,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-63,6021,0,63,431,Kell Watts,40,DEF,Luton,Newcastle,Newcastle
497,432,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-474,10019,22,496,432,Joe Willock,53,MID,Luton,Newcastle,Newcastle
498,433,159,Spurs,4,False,2023-12-10T16:30:00Z,4,1,16,26,0,1,0,1,0,0,0,0,0,0,0,12,23.0,20.8,21.0,6.5,0,0.14,0.05,0.19,1.58,78,-19549,342979,245,19794,433,Callum Wilson,78,FWD,Luton,Newcastle,Newcastle
499,580,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,539,27508,1080,541,580,Loris Karius,39,GKP,Luton,Newcastle,Newcastle
500,581,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,81,40494,1305,1224,581,Paul Dummett,39,DEF,Luton,Newcastle,Newcastle
501,603,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-850,104810,43,893,603,Harvey Barnes,62,MID,Luton,Newcastle,Newcastle
502,633,159,Spurs,1,False,2023-12-10T16:30:00Z,4,1,16,73,0,0,0,3,0,0,0,0,0,0,0,8,14.2,0.9,0.0,1.5,1,0.00,0.01,0.01,2.44,43,18948,146847,23203,4255,633,Tino Livramento,44,DEF,Luton,Newcastle,Newcastle
503,634,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,2238,42515,3822,1584,634,Alex Murphy,39,DEF,Luton,Newcastle,Newcastle
504,635,159,Spurs,2,False,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,4,0,0,0,0,0,0,0,6,12.0,6.2,4.0,2.2,1,0.00,0.02,0.02,3.88,45,1783,15990,3296,1513,635,Lewis Miley,45,MID,Luton,Newcastle,Newcastle
505,23,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-274,28729,325,599,23,Nuno Varela Tavares,40,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
506,28,160,Wolves,3,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,3,0,14,22.0,0.0,0.0,2.2,1,0.00,0.00,0.00,1.17,40,-147134,1275079,8326,155460,28,Matt Turner,39,GKP,Nott'm Forest,Bournemouth,Nott'm Forest
507,186,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,574,14042,1680,1106,186,Andrey Nascimento dos Santos,43,MID,Nott'm Forest,Bournemouth,Nott'm Forest
508,205,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-462,8859,129,591,205,Callum Hudson-Odoi,47,MID,Nott'm Forest,Bournemouth,Nott'm Forest
509,378,160,Wolves,2,False,2023-12-09T15:00:00Z,1,1,16,83,0,0,0,1,0,0,0,0,0,0,0,5,1.2,11.8,11.0,2.4,1,0.07,0.04,0.11,1.17,50,-13136,147110,7283,20419,378,Anthony Elanga,50,MID,Nott'm Forest,Bournemouth,Nott'm Forest
510,434,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7,456,0,7,434,Brandon Aguilera Zamora,45,MID,Nott'm Forest,Bournemouth,Nott'm Forest
511,435,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,1800,22317,4572,2772,435,Harry Arter,43,MID,Nott'm Forest,Bournemouth,Nott'm Forest
512,436,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-10054,123129,642,10696,436,Serge Aurier,45,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
513,437,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,63,-7199,154506,74,7273,437,Taiwo Awoniyi,63,FWD,Nott'm Forest,Bournemouth,Nott'm Forest
514,438,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-98,7312,0,98,438,Giulian Biancone,39,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
515,439,160,Wolves,2,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,10,10.8,0.4,4.0,1.5,1,0.00,0.01,0.01,1.17,45,-7646,58215,42,7688,439,Willy Boly,45,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
516,440,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1,224,0,1,440,Josh Bowler,45,MID,Nott'm Forest,Bournemouth,Nott'm Forest
517,441,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-11,1084,0,11,441,Steve Cook,45,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
518,442,160,Wolves,1,False,2023-12-09T15:00:00Z,1,1,16,27,0,0,0,0,0,0,0,0,0,0,0,3,0.2,3.3,0.0,0.4,0,0.00,0.01,0.01,0.32,53,-43,5773,36,79,442,Danilo dos Santos de Oliveira,53,MID,Nott'm Forest,Bournemouth,Nott'm Forest
519,443,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-212,15444,0,212,443,Emmanuel Dennis,48,FWD,Nott'm Forest,Bournemouth,Nott'm Forest
520,444,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-77,6090,0,77,444,Mohamed Dräger,40,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
521,445,160,Wolves,1,False,2023-12-09T15:00:00Z,1,1,16,12,0,0,0,0,0,0,0,0,0,0,0,5,5.4,0.0,5.0,1.0,0,0.03,0.00,0.03,0.03,44,15,2311,56,41,445,Felipe Augusto de Almeida Monteiro,44,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
522,446,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-4,1253,0,4,446,Remo Freuler,49,MID,Nott'm Forest,Bournemouth,Nott'm Forest
523,447,160,Wolves,2,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,10,8.8,19.1,5.0,3.3,1,0.03,0.04,0.07,1.17,57,-18766,166988,2786,21552,447,Morgan Gibbs-White,57,MID,Nott'm Forest,Bournemouth,Nott'm Forest
524,448,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-280,20576,107,387,448,Wayne Hennessey,40,GKP,Nott'm Forest,Bournemouth,Nott'm Forest
525,449,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-76,9923,83,159,449,Ethan Horvath,43,GKP,Nott'm Forest,Bournemouth,Nott'm Forest
526,451,160,Wolves,1,False,2023-12-09T15:00:00Z,1,1,16,62,0,0,0,1,0,0,0,1,0,0,0,2,4.0,1.5,11.0,1.7,1,0.17,0.00,0.17,0.85,48,-43,2353,9,52,451,Cheikhou Kouyaté,48,MID,Nott'm Forest,Bournemouth,Nott'm Forest
527,452,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,375,0,0,452,Richie Laryea,45,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
528,453,160,Wolves,2,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,9,6.8,0.9,0.0,0.8,1,0.00,0.01,0.01,1.17,50,-228,3397,90,318,453,Orel Mangala,50,MID,Nott'm Forest,Bournemouth,Nott'm Forest
529,454,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-63,5497,0,63,454,Loïc Mbe Soh,40,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
530,455,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-128,8936,35,163,455,Scott McKenna,44,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
531,456,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-21,1885,0,21,456,Alex Mighten,44,MID,Nott'm Forest,Bournemouth,Nott'm Forest
532,457,160,Wolves,2,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,15,20.4,21.4,0.0,4.2,1,0.00,0.03,0.03,1.17,45,-151,6277,96,247,457,Moussa Niakhaté,45,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
533,458,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-5,854,0,5,458,Lewis O'Brien,49,MID,Nott'm Forest,Bournemouth,Nott'm Forest
534,459,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2,209,0,2,459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,Bournemouth,Nott'm Forest
535,460,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-69,6900,0,69,460,Jonathan Panzo,40,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
536,461,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-22,2057,0,22,461,Omar Richards,44,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
537,462,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-22,1776,0,22,462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,Bournemouth,Nott'm Forest
538,463,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-9,1656,0,9,463,Jonjo Shelvey,48,MID,Nott'm Forest,Bournemouth,Nott'm Forest
539,464,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-154,14493,0,154,464,Sam Surridge,45,FWD,Nott'm Forest,Bournemouth,Nott'm Forest
540,465,160,Wolves,8,False,2023-12-09T15:00:00Z,1,1,16,90,1,0,0,1,0,0,0,0,0,0,0,12,35.0,5.2,71.0,11.1,1,0.45,0.04,0.49,1.17,44,-1613,18098,366,1979,465,Harry Toffolo,44,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
541,466,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-903,37289,0,903,466,Hwang Ui-jo,44,FWD,Nott'm Forest,Bournemouth,Nott'm Forest
542,467,160,Wolves,7,False,2023-12-09T15:00:00Z,1,1,16,90,0,1,0,1,0,0,0,0,0,0,2,25,45.8,29.3,0.0,7.5,1,0.00,0.41,0.41,1.17,43,-317,18189,97,414,467,Neco Williams,43,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
543,468,160,Wolves,1,False,2023-12-09T15:00:00Z,1,1,16,6,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-5022,73573,1142,6164,468,Chris Wood,49,FWD,Nott'm Forest,Bournemouth,Nott'm Forest
544,469,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-152,8298,14,166,469,Joe Worrall,44,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
545,470,160,Wolves,2,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,7,2.2,1.2,8.0,1.1,1,0.05,0.08,0.13,1.17,49,-48,2815,18,66,470,Ryan Yates,48,MID,Nott'm Forest,Bournemouth,Nott'm Forest
546,604,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5232,49408,705,5937,604,Olu Aina,45,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
547,636,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-53,4680,31,84,636,George Shelvey,40,GKP,Nott'm Forest,Bournemouth,Nott'm Forest
548,637,160,Wolves,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-107,11361,74,181,637,Josh Powell,40,DEF,Nott'm Forest,Bournemouth,Nott'm Forest
549,27,158,Brentford,5,True,2023-12-09T15:00:00Z,1,0,16,90,0,0,1,0,0,0,0,1,0,0,0,15,14.2,1.6,2.0,1.8,1,0.02,0.01,0.03,0.64,39,13244,219818,19148,5904,27,Auston Trusty,39,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
550,33,158,Brentford,2,True,2023-12-09T15:00:00Z,1,0,16,90,0,0,1,0,0,0,0,0,0,0,0,12,18.6,42.3,18.0,7.9,1,0.12,0.10,0.22,0.64,46,-19411,1029050,17089,36500,33,Cameron Archer,46,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
551,360,158,Brentford,8,True,2023-12-09T15:00:00Z,1,0,16,80,1,0,1,0,0,0,0,0,0,0,0,22,37.4,3.4,23.0,6.4,1,0.03,0.05,0.08,0.52,44,-344,97688,8083,8427,360,James McAtee,44,MID,Aston Villa,Sheffield Utd,Sheffield Utd
552,471,158,Brentford,8,True,2023-12-09T15:00:00Z,1,0,16,90,0,0,1,0,0,0,0,0,0,0,2,27,28.8,0.2,2.0,3.1,1,0.00,0.00,0.00,0.64,43,139,18051,397,258,471,Anel Ahmedhodžić,43,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
553,472,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-327,39915,613,940,472,Jordan Amissah,39,GKP,Aston Villa,Sheffield Utd,Sheffield Utd
554,473,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-24557,739184,4616,29173,473,George Baldock,39,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
555,474,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1702,51949,44,1746,474,Chris Basham,39,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
556,476,158,Brentford,5,True,2023-12-09T15:00:00Z,1,0,16,90,0,0,1,0,0,0,0,1,0,0,0,20,22.8,5.8,0.0,2.9,1,0.00,0.03,0.03,0.64,45,1047,10393,1756,709,476,Jayden Bogle,45,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
557,477,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-85,3341,21,106,477,Rhian Brewster,49,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
558,478,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-49,4581,92,141,478,Ismaila Coulibaly,44,MID,Aston Villa,Sheffield Utd,Sheffield Utd
559,479,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-117,17850,237,354,479,Adam Davies,40,GKP,Aston Villa,Sheffield Utd,Sheffield Utd
560,480,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-109,6677,19,128,480,John Egan,43,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
561,481,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,9,635,31,22,481,John Fleck,49,MID,Aston Villa,Sheffield Utd,Sheffield Utd
562,482,158,Brentford,9,True,2023-12-09T15:00:00Z,1,0,16,90,0,0,1,0,0,0,0,1,0,4,3,28,30.2,0.0,0.0,3.0,1,0.00,0.03,0.03,0.64,45,1558,32409,2556,998,482,Wes Foderingham,45,GKP,Aston Villa,Sheffield Utd,Sheffield Utd
563,483,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,25,1218,77,52,483,Daniel Jebbison,48,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
564,484,158,Brentford,1,True,2023-12-09T15:00:00Z,1,0,16,17,0,0,0,0,0,0,0,0,0,0,0,3,6.4,0.8,0.0,0.7,0,0.00,0.00,0.00,0.18,43,6,3337,32,26,484,Max Lowe,43,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
565,485,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-436,3487,75,511,485,Oliver McBurnie,54,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
566,486,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-6,989,0,6,486,Iliman Ndiaye,55,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
